rouge1,rouge2,rougeL,bleu,codebleu,syntax_correct,generation_time,reference,generated,model
0.3225806451612903,0.21978021978021978,0.3225806451612903,0.25186533697504926,0.25186533697504926,0,3.217219591140747,"def inherit_type(self, type_cls: Type[TInherit]) \
            -> Union[TInherit, 'Publisher']:
        """""" enables the usage of method and attribute overloading for this
        publisher.
        """"""
        self._inherited_type = type_cls
        return self","def use_method(self): """""" enables the usage of method and attribute overloading for this publisher. """""" if self.get(self.get(self.get): self.get(self.get) self.get(self.get) self.get(self.get) self.get(self.get) self.get(self.get) self.get(self.get) self.get(self.get) self.get(self.get) self.get(self.get) self.get(self.get) self.get",Adapter
0.27027027027027023,0.1388888888888889,0.27027027027027023,0.19236330786212325,0.19236330786212325,0,3.1877312660217285,"def auto_mounter(original):
    """"""Decorator for automatically mounting, if needed.""""""
    def mounter(*args):
        """"""If not mounted, mount.""""""
        self = args[0]
        if not self.is_mounted():
            self.mount()
        return original(*args)
    return mounter","def _decorator(self): """"""Decorator for automatically mounting, if needed. """""" decorator = self.decorator(self.decorator, self.decorator, self.decorator, self.decorator, self.decorator, self.decorator, self.decorator, self.decorator, self.decorator, self.decorator, self.decorator, self.decorator, self.decorator, self.decorator, self.decorator",Adapter
0.47169811320754723,0.42307692307692313,0.47169811320754723,0.4022813266770512,0.4022813266770512,0,3.2145068645477295,"def applyTransform(self):
        """"""
        Convenience utility to apply the specified transform to the specified pose.
          This properly transforms all pose components, including velocity and angular velocity
        """"""

        fn = self.function_table.applyTransform
        pOutputPose = TrackedDevicePose_t()
        pTrackedDevicePose = TrackedDevicePose_t()
        pTransform = HmdMatrix34_t()
        fn(byref(pOutputPose), byref(pTrackedDevicePose), byref(pTransform))
        return pOutputPose, pTrackedDevicePose, pTransform","def _transform_to_pose(self): """""" Convenience utility to apply the specified transform to the specified pose. This properly transforms all pose components, including velocity and angular velocity """""" if self._transform_to_pose = self._transform_to_pose(self._transform_to_pose): self._transform_to_pose = self._transform_to_pose(self._transform_to_pose_to_pose_to_pos",Adapter
0.1894736842105263,0.0687830687830688,0.15263157894736842,0.0006150368022572803,0.0006150368022572803,0,3.188945770263672,"def next_window(self, widget, data=None):
        """"""
        Function opens the run Window who executes the
        assistant project creation
        """"""
        # check whether deps-only is selected
        deps_only = ('deps_only' in self.args and self.args['deps_only']['checkbox'].get_active())

        # preserve argument value if it is needed to be preserved
        for arg_dict in [x for x in self.args.values() if 'preserved' in x['arg'].kwargs]:
            preserve_key = arg_dict['arg'].kwargs['preserved']
            # preserve entry text (string value)
            if 'entry' in arg_dict:
                if self.arg_is_selected(arg_dict):
                    config_manager.set_config_value(preserve_key, arg_dict['entry'].get_text())
            # preserve if checkbox is ticked (boolean value)
            else:
                config_manager.set_config_value(preserve_key, self.arg_is_selected(arg_dict))

        # save configuration into file
        config_manager.save_configuration_file()
        # get project directory and name
        project_dir = self.dir_name.get_text()
        full_name = self.get_full_dir_name()

        # check whether project directory and name is properly set
        if not deps_only and self.current_main_assistant.name == 'crt':
            if project_dir == """":
                return self.gui_helper.execute_dialog(""Specify directory for project"")
            else:
                # check whether directory is existing
                if not os.path.isdir(project_dir):
                    response = self.gui_helper.create_question_dialog(
                        ""Directory {0} does not exists"".format(project_dir),
                        ""Do you want to create them?""
                    )
                    if response == Gtk.ResponseType.NO:
                        # User do not want to create a directory
                        return
                    else:
                        # Create directory
                        try:
                            os.makedirs(project_dir)
                        except OSError as os_err:
                            return self.gui_helper.execute_dialog(""{0}"".format(os_err))
                elif os.path.isdir(full_name):
                    return self.check_for_directory(full_name)

        if not self._build_flags():
            return

        if not deps_only and self.current_main_assistant.name == 'crt':
            self.kwargs['name'] = full_name
        self.kwargs['__ui__'] = 'gui_gtk+'

        self.data['kwargs'] = self.kwargs
        self.data['top_assistant'] = self.top_assistant
        self.data['current_main_assistant'] = self.current_main_assistant
        self.parent.run_window.open_window(widget, self.data)
        self.path_window.hide()","def _open_run_window(self): """"""Function opens the run Window who executes the assistant project creation """""" if self._create(self._create_window): self._create_window(self._create_window): self._create_window(self._create_window) self._create_window(self._create_window) self._create_window(self._create_window) self._create_window(self._create",Adapter
0.6464646464646464,0.6372881355932203,0.6464646464646464,0.3320808505747279,0.3320808505747279,0,3.6482174396514893,"def remove_member_roles(self, guild_id: int, member_id: int, roles: List[int]):
        """"""Add roles to a member

        This method takes a list of **role ids** that you want to strip from the user,
        subtracting from whatever roles they may already have. This method will fetch
        the user's current roles, and add to that list the roles passed in. This method
        will only remove roles from the user that they have at the time of execution,
        so you don't need to check that the user has the roles you're trying to remove
        from them (as long as those roles are valid roles for this guild).

        This method differs from ``set_member_roles`` in that this method REMOVES roles
        from the user's current role list. ``set_member_roles`` is used by this method.

        Args:
            guild_id: snowflake id of the guild
            member_id: snowflake id of the member
            roles: list of snowflake ids of roles to remove
        """"""
        current_roles = [role for role in self.get_guild_member_by_id(guild_id, member_id)['roles']]
        new_list = [role for role in current_roles if role not in roles]
        self.set_member_roles(guild_id, member_id, new_list)","def remove_roles(roles): """"""Add roles to a member This method takes a list of **role ids** that you want to strip from the user, subtracting from whatever roles they may already have. This method will fetch the user's current roles, and add to that list the roles passed in. This method will only remove roles from the user that they have at the time of execution, so you don't need to check that the user has the roles you're trying to remove from them (as long as those roles are valid roles",Adapter
0.16826923076923078,0.09178743961352658,0.15865384615384615,8.521256109471017e-05,8.521256109471017e-05,0,2.727142095565796,"def _ingest_dict(self, input_dict, schema_dict, path_to_root):

        '''
            a helper method for ingesting keys, value pairs in a dictionary

        :return: valid_dict
        '''

        valid_dict = {}

    # construct path to root for rules
        rules_path_to_root = re.sub('\[\d+\]', '[0]', path_to_root)

    # iterate over keys in schema dict
        for key, value in schema_dict.items():
            key_path = path_to_root
            if not key_path == '.':
                key_path += '.'
            key_path += key
            rules_key_path = re.sub('\[\d+\]', '[0]', key_path)
            value_match = False
            if key in input_dict.keys():
                value_index = self._datatype_classes.index(value.__class__)
                value_type = self._datatype_names[value_index]
                try:
                    v_index = self._datatype_classes.index(input_dict[key].__class__)
                    v_type = self._datatype_names[v_index]
                    if v_type == value_type:
                        value_match = True
                except:
                    value_match = False
            if value_match:
                if value_type == 'null':
                    valid_dict[key] = input_dict[key]
                elif value_type == 'boolean':
                    valid_dict[key] = self._ingest_boolean(input_dict[key], key_path)
                elif value_type == 'number':
                    valid_dict[key] = self._ingest_number(input_dict[key], key_path)
                elif value_type == 'string':
                    valid_dict[key] = self._ingest_string(input_dict[key], key_path)
                elif value_type == 'map':
                    valid_dict[key] = self._ingest_dict(input_dict[key], schema_dict[key], key_path)
                elif value_type == 'list':
                    valid_dict[key] = self._ingest_list(input_dict[key], schema_dict[key], key_path)
            else:
                value_type = self.keyMap[rules_key_path]['value_datatype']
                if 'default_value' in self.keyMap[rules_key_path]:
                    valid_dict[key] = self.keyMap[rules_key_path]['default_value']
                elif value_type == 'null':
                    valid_dict[key] = None
                elif value_type == 'boolean':
                    valid_dict[key] = False
                elif value_type == 'number':
                    valid_dict[key] = 0.0
                    if 'integer_data' in self.keyMap[rules_key_path].keys():
                        if self.keyMap[rules_key_path]['integer_data']:
                            valid_dict[key] = 0
                elif value_type == 'string':
                    valid_dict[key] = ''
                elif value_type == 'list':
                    valid_dict[key] = []
                elif value_type == 'map':
                    valid_dict[key] = self._ingest_dict({}, schema_dict[key], key_path)

    # add extra fields if set to True
        if self.keyMap[rules_path_to_root]['extra_fields']:
            for key, value in input_dict.items():
                if key not in valid_dict.keys():
                    valid_dict[key] = value

        return valid_dict","def _get_keys(self): """""" a helper method for ingesting keys, value pairs in a dictionary :return: valid_dict """""" if self.get_keys(self.get_keys): return self.get_keys(self.get_keys): return self.get_keys(self.get_keys): return self.get_keys(self.get_keys)",Adapter
0.2456140350877193,0.1607142857142857,0.2456140350877193,0.05906737056202195,0.05906737056202195,0,3.202601432800293,"def K2onSilicon_main(args=None):
    """"""Function called when `K2onSilicon` is executed on the command line.""""""
    import argparse
    parser = argparse.ArgumentParser(
        description=""Run K2onSilicon to find which targets in a ""
                    ""list call on active silicon for a given K2 campaign."")
    parser.add_argument('csv_file', type=str,
                        help=""Name of input csv file with targets, column are ""
                             ""Ra_degrees, Dec_degrees, Kepmag"")
    parser.add_argument('campaign', type=int, help='K2 Campaign number')
    args = parser.parse_args(args)
    K2onSilicon(args.csv_file, args.campaign)","def execute_k2onSilicon(self): """"""Function called when K2onSilicon is executed on the command line. """""" if self.k2onSilicon(self.k2onSilicon): self.k2onSilicon(self.k2onSilicon) self.k2onSilicon(self.k2onSilicon) self.k2onSilicon(self.k2onSilicon) self",Adapter
0.18947368421052632,0.12903225806451615,0.18947368421052632,0.27123629855886455,0.27123629855886455,0,3.1887428760528564,"def qmark(cls, query):
        """"""
        Convert a ""qmark"" query into ""format"" style.
        """"""

        def sub_sequence(m):
            s = m.group(0)
            if s == ""??"":
                return ""?""
            if s == ""%"":
                return ""%%""
            else:
                return ""%s""

        return cls.RE_QMARK.sub(sub_sequence, query)","def convert_format(self): """"""Convert a ""qmark"" query into ""format"" style. """""" if self.format(self.format(self.format): self.format(self.format) self.format(self.format) self.format(self.format) self.format(self.format) self.format(self.format) self.format(self.format) self.format(self.format) self.format(self.format) self.format(self.format) self.format(self.format(self.",Adapter
0.6122448979591836,0.577319587628866,0.6020408163265306,0.22331393612908837,0.22331393612908837,0,3.6433510780334473,"def FromEncoded(cls, encoded):
        """"""Create a DataStreamSelector from an encoded 16-bit value.

        The binary value must be equivalent to what is produced by
        a call to self.encode() and will turn that value back into
        a a DataStreamSelector.

        Note that the following operation is a no-op:

        DataStreamSelector.FromEncode(value).encode()

        Args:
            encoded (int): The encoded binary representation of a
                DataStreamSelector.

        Returns:
            DataStreamSelector: The decoded selector.
        """"""

        match_spec = encoded & ((1 << 11) | (1 << 15))
        match_type = (encoded & (0b111 << 12)) >> 12
        match_id = encoded & ((1 << 11) - 1)

        if match_spec not in cls.SpecifierEncodingMap:
            raise ArgumentError(""Unknown encoded match specifier"", match_spec=match_spec, known_specifiers=cls.SpecifierEncodingMap.keys())

        spec_name = cls.SpecifierEncodingMap[match_spec]

        # Handle wildcard matches
        if match_id == cls.MatchAllCode:
            match_id = None

        return DataStreamSelector(match_type, match_id, spec_name)","def create_DataStreamSelector(self, encoded_value): """"""Create a DataStreamSelector from an encoded 16-bit value. The binary value must be equivalent to what is produced by a call to self.encode() and will turn that value back into a DataStreamSelector. Note that the following operation is a no-op: DataStreamSelector.FromEncode(value).encode() Args: encoded (int): The encoded binary representation of a DataStreamSelector",Adapter
0.5544554455445544,0.4646464646464646,0.5148514851485149,0.34963894222604663,0.34963894222604663,0,3.0363218784332275,"def powerstring_by_border(u):
    """"""Power string by Knuth-Morris-Pratt

    :param x: string
    :returns: largest k such that there is a string y with x = y^k
    :complexity: O(len(x))
    """"""
    f = maximum_border_length(u)
    n = len(u)
    if n % (n - f[-1]) == 0:       # does the alignment shift divide n ?
        return n // (n - f[-1])    # we found a power decomposition
    return 1","def power_string(x, k): """"""Power string by Knuth-Morris-Pratt :param x: string :returns: largest k such that there is a string y with x = yk :complexity: O(len(x)) """""" k = k = k = k = k = k",Adapter
