rouge1,rouge2,rougeL,bleu,codebleu,syntax_correct,generation_time,reference,generated,model
0.4,0.27397260273972607,0.4,0.4068825656011934,0.4068825656011934,0,3.0748605728149414,"def inherit_type(self, type_cls: Type[TInherit]) \
            -> Union[TInherit, 'Publisher']:
        """""" enables the usage of method and attribute overloading for this
        publisher.
        """"""
        self._inherited_type = type_cls
        return self","def _enable_method_and_attribute_overloading(self): """""" enables the usage of method and attribute overloading for this publisher. """""" if self._method_and_attribute_overloading: self._method_and_attribute_overloading = self._method_and_attribute_overloading if self._method_and_attribute_overloading: self._method_and_attribute_overloading = self",SFT
0.38235294117647056,0.1515151515151515,0.38235294117647056,0.24749596708462032,0.24749596708462032,0,2.2738683223724365,"def auto_mounter(original):
    """"""Decorator for automatically mounting, if needed.""""""
    def mounter(*args):
        """"""If not mounted, mount.""""""
        self = args[0]
        if not self.is_mounted():
            self.mount()
        return original(*args)
    return mounter","def decorator(self): """"""Decorator for automatically mounting, if needed."""""" if self._decorator is None: self._decorator = self._decorator if self._decorator is None: self._decorator = self._decorator if self._decorator is None: self._decorator = self._decorator",SFT
0.4033613445378151,0.358974358974359,0.4033613445378151,0.3427964056694564,0.3427964056694564,0,3.094439744949341,"def applyTransform(self):
        """"""
        Convenience utility to apply the specified transform to the specified pose.
          This properly transforms all pose components, including velocity and angular velocity
        """"""

        fn = self.function_table.applyTransform
        pOutputPose = TrackedDevicePose_t()
        pTrackedDevicePose = TrackedDevicePose_t()
        pTransform = HmdMatrix34_t()
        fn(byref(pOutputPose), byref(pTrackedDevicePose), byref(pTransform))
        return pOutputPose, pTrackedDevicePose, pTransform","def apply_transform(self, pose): """""" Convenience utility to apply the specified transform to the specified pose. This properly transforms all pose components, including velocity and angular velocity """""" if pose is None: raise ValueError(""Transform is not a pose"") if pose is None: raise ValueError(""Transform is not a pose"") if pose is None: raise ValueError(""Transform is not a pose"") if pose is None: raise ValueError(""Transform is not",SFT
0.1963824289405685,0.06753246753246754,0.165374677002584,0.0008916282659680287,0.0008916282659680287,0,3.015538454055786,"def next_window(self, widget, data=None):
        """"""
        Function opens the run Window who executes the
        assistant project creation
        """"""
        # check whether deps-only is selected
        deps_only = ('deps_only' in self.args and self.args['deps_only']['checkbox'].get_active())

        # preserve argument value if it is needed to be preserved
        for arg_dict in [x for x in self.args.values() if 'preserved' in x['arg'].kwargs]:
            preserve_key = arg_dict['arg'].kwargs['preserved']
            # preserve entry text (string value)
            if 'entry' in arg_dict:
                if self.arg_is_selected(arg_dict):
                    config_manager.set_config_value(preserve_key, arg_dict['entry'].get_text())
            # preserve if checkbox is ticked (boolean value)
            else:
                config_manager.set_config_value(preserve_key, self.arg_is_selected(arg_dict))

        # save configuration into file
        config_manager.save_configuration_file()
        # get project directory and name
        project_dir = self.dir_name.get_text()
        full_name = self.get_full_dir_name()

        # check whether project directory and name is properly set
        if not deps_only and self.current_main_assistant.name == 'crt':
            if project_dir == """":
                return self.gui_helper.execute_dialog(""Specify directory for project"")
            else:
                # check whether directory is existing
                if not os.path.isdir(project_dir):
                    response = self.gui_helper.create_question_dialog(
                        ""Directory {0} does not exists"".format(project_dir),
                        ""Do you want to create them?""
                    )
                    if response == Gtk.ResponseType.NO:
                        # User do not want to create a directory
                        return
                    else:
                        # Create directory
                        try:
                            os.makedirs(project_dir)
                        except OSError as os_err:
                            return self.gui_helper.execute_dialog(""{0}"".format(os_err))
                elif os.path.isdir(full_name):
                    return self.check_for_directory(full_name)

        if not self._build_flags():
            return

        if not deps_only and self.current_main_assistant.name == 'crt':
            self.kwargs['name'] = full_name
        self.kwargs['__ui__'] = 'gui_gtk+'

        self.data['kwargs'] = self.kwargs
        self.data['top_assistant'] = self.top_assistant
        self.data['current_main_assistant'] = self.current_main_assistant
        self.parent.run_window.open_window(widget, self.data)
        self.path_window.hide()","def _open_run_window(self): """""" Function opens the run Window who executes the assistant project creation """""" if self._run_window is None: self._run_window = self._run_window if self._run_window is None: self._run_window = self._run_window else: self._run_window = self._run_window if self._run_window is None: self._run_window = self._run",SFT
0.6488294314381271,0.632996632996633,0.6488294314381271,0.3454719333877064,0.3454719333877064,0,3.495511770248413,"def remove_member_roles(self, guild_id: int, member_id: int, roles: List[int]):
        """"""Add roles to a member

        This method takes a list of **role ids** that you want to strip from the user,
        subtracting from whatever roles they may already have. This method will fetch
        the user's current roles, and add to that list the roles passed in. This method
        will only remove roles from the user that they have at the time of execution,
        so you don't need to check that the user has the roles you're trying to remove
        from them (as long as those roles are valid roles for this guild).

        This method differs from ``set_member_roles`` in that this method REMOVES roles
        from the user's current role list. ``set_member_roles`` is used by this method.

        Args:
            guild_id: snowflake id of the guild
            member_id: snowflake id of the member
            roles: list of snowflake ids of roles to remove
        """"""
        current_roles = [role for role in self.get_guild_member_by_id(guild_id, member_id)['roles']]
        new_list = [role for role in current_roles if role not in roles]
        self.set_member_roles(guild_id, member_id, new_list)","def add_roles(self): """"""Add roles to a member This method takes a list of **role ids** that you want to strip from the user, subtracting from whatever roles they may already have. This method will fetch the user's current roles, and add to that list the roles passed in. This method will only remove roles from the user that they have at the time of execution, so you don't need to check that the user has the roles you're trying to remove from them (as long as those roles are valid roles for this",SFT
0.14500000000000002,0.08040201005025126,0.135,1.7204219952109643e-05,1.7204219952109643e-05,0,1.6505012512207031,"def _ingest_dict(self, input_dict, schema_dict, path_to_root):

        '''
            a helper method for ingesting keys, value pairs in a dictionary

        :return: valid_dict
        '''

        valid_dict = {}

    # construct path to root for rules
        rules_path_to_root = re.sub('\[\d+\]', '[0]', path_to_root)

    # iterate over keys in schema dict
        for key, value in schema_dict.items():
            key_path = path_to_root
            if not key_path == '.':
                key_path += '.'
            key_path += key
            rules_key_path = re.sub('\[\d+\]', '[0]', key_path)
            value_match = False
            if key in input_dict.keys():
                value_index = self._datatype_classes.index(value.__class__)
                value_type = self._datatype_names[value_index]
                try:
                    v_index = self._datatype_classes.index(input_dict[key].__class__)
                    v_type = self._datatype_names[v_index]
                    if v_type == value_type:
                        value_match = True
                except:
                    value_match = False
            if value_match:
                if value_type == 'null':
                    valid_dict[key] = input_dict[key]
                elif value_type == 'boolean':
                    valid_dict[key] = self._ingest_boolean(input_dict[key], key_path)
                elif value_type == 'number':
                    valid_dict[key] = self._ingest_number(input_dict[key], key_path)
                elif value_type == 'string':
                    valid_dict[key] = self._ingest_string(input_dict[key], key_path)
                elif value_type == 'map':
                    valid_dict[key] = self._ingest_dict(input_dict[key], schema_dict[key], key_path)
                elif value_type == 'list':
                    valid_dict[key] = self._ingest_list(input_dict[key], schema_dict[key], key_path)
            else:
                value_type = self.keyMap[rules_key_path]['value_datatype']
                if 'default_value' in self.keyMap[rules_key_path]:
                    valid_dict[key] = self.keyMap[rules_key_path]['default_value']
                elif value_type == 'null':
                    valid_dict[key] = None
                elif value_type == 'boolean':
                    valid_dict[key] = False
                elif value_type == 'number':
                    valid_dict[key] = 0.0
                    if 'integer_data' in self.keyMap[rules_key_path].keys():
                        if self.keyMap[rules_key_path]['integer_data']:
                            valid_dict[key] = 0
                elif value_type == 'string':
                    valid_dict[key] = ''
                elif value_type == 'list':
                    valid_dict[key] = []
                elif value_type == 'map':
                    valid_dict[key] = self._ingest_dict({}, schema_dict[key], key_path)

    # add extra fields if set to True
        if self.keyMap[rules_path_to_root]['extra_fields']:
            for key, value in input_dict.items():
                if key not in valid_dict.keys():
                    valid_dict[key] = value

        return valid_dict","def valid_dict(self): """""" a helper method for ingesting keys, value pairs in a dictionary :return: valid_dict """""" if self._keys: return dict(self._keys) else: return dict(self._keys)",SFT
0.205607476635514,0.17142857142857143,0.205607476635514,0.06569491507212019,0.06569491507212019,0,2.0868096351623535,"def K2onSilicon_main(args=None):
    """"""Function called when `K2onSilicon` is executed on the command line.""""""
    import argparse
    parser = argparse.ArgumentParser(
        description=""Run K2onSilicon to find which targets in a ""
                    ""list call on active silicon for a given K2 campaign."")
    parser.add_argument('csv_file', type=str,
                        help=""Name of input csv file with targets, column are ""
                             ""Ra_degrees, Dec_degrees, Kepmag"")
    parser.add_argument('campaign', type=int, help='K2 Campaign number')
    args = parser.parse_args(args)
    K2onSilicon(args.csv_file, args.campaign)","def execute(self, **kwargs): """""" Function called when K2onSilicon is executed on the command line. """""" kwargs = self.get_kwargs(kwargs, **kwargs) self.get_kwargs(kwargs, **kwargs)",SFT
0.3380281690140845,0.1739130434782609,0.3380281690140845,0.2029311152146656,0.2029311152146656,0,2.0266060829162598,"def qmark(cls, query):
        """"""
        Convert a ""qmark"" query into ""format"" style.
        """"""

        def sub_sequence(m):
            s = m.group(0)
            if s == ""??"":
                return ""?""
            if s == ""%"":
                return ""%%""
            else:
                return ""%s""

        return cls.RE_QMARK.sub(sub_sequence, query)","def format_query(self): """""" Convert a ""qmark"" query into ""format"" style. """""" if self._format_query is None: self._format_query = self._format_query if self._format_query is None: self._format_query = self._format_query",SFT
0.6294416243654822,0.6051282051282051,0.6192893401015228,0.2655320299873903,0.2655320299873903,0,3.4867308139801025,"def FromEncoded(cls, encoded):
        """"""Create a DataStreamSelector from an encoded 16-bit value.

        The binary value must be equivalent to what is produced by
        a call to self.encode() and will turn that value back into
        a a DataStreamSelector.

        Note that the following operation is a no-op:

        DataStreamSelector.FromEncode(value).encode()

        Args:
            encoded (int): The encoded binary representation of a
                DataStreamSelector.

        Returns:
            DataStreamSelector: The decoded selector.
        """"""

        match_spec = encoded & ((1 << 11) | (1 << 15))
        match_type = (encoded & (0b111 << 12)) >> 12
        match_id = encoded & ((1 << 11) - 1)

        if match_spec not in cls.SpecifierEncodingMap:
            raise ArgumentError(""Unknown encoded match specifier"", match_spec=match_spec, known_specifiers=cls.SpecifierEncodingMap.keys())

        spec_name = cls.SpecifierEncodingMap[match_spec]

        # Handle wildcard matches
        if match_id == cls.MatchAllCode:
            match_id = None

        return DataStreamSelector(match_type, match_id, spec_name)","def encode(self, encoded): """"""Create a DataStreamSelector from an encoded 16-bit value. The binary value must be equivalent to what is produced by a call to self.encode() and will turn that value back into a a DataStreamSelector. Note that the following operation is a no-op: DataStreamSelector.FromEncode(value).encode() Args: encoded (int): The encoded binary representation of a DataStreamSelector. Returns: DataStream",SFT
0.48333333333333334,0.38983050847457623,0.44999999999999996,0.3984421423564764,0.3984421423564764,0,3.336625099182129,"def powerstring_by_border(u):
    """"""Power string by Knuth-Morris-Pratt

    :param x: string
    :returns: largest k such that there is a string y with x = y^k
    :complexity: O(len(x))
    """"""
    f = maximum_border_length(u)
    n = len(u)
    if n % (n - f[-1]) == 0:       # does the alignment shift divide n ?
        return n // (n - f[-1])    # we found a power decomposition
    return 1","def power_string(self, x): """"""Power string by Knuth-Morris-Pratt :param x: string :returns: largest k such that there is a string y with x = yk :complexity: O(len(x)) """""" if x is None: if x is None: if x is None: if x is None: if x is None: if y is None: y =",SFT
0.3137254901960784,0.2,0.29411764705882354,0.03108710866320377,0.03108710866320377,0,1.3979110717773438,"def get_fun(fun):
    '''
    Return a dict of the last function called for all minions
    '''
    log.debug('sdstack_etcd returner <get_fun> called fun: %s', fun)
    ret = {}
    client, path = _get_conn(__opts__)
    items = client.get('/'.join((path, 'minions')))
    for item in items.children:
        comps = str(item.key).split('/')
        efun = salt.utils.json.loads(client.get('/'.join((path, 'jobs', str(item.value), comps[-1], 'fun'))).value)
        if efun == fun:
            ret[comps[-1]] = str(efun)
    return ret","def minions(self): """"""Return a dict of the last function called for all minions"""""" if self.minions is None: return dict(self.minions) return dict(self.minions)",SFT
0.4153354632587859,0.3794212218649518,0.4089456869009585,0.03149782844000754,0.03149782844000754,0,3.487217664718628,"def write_csv(
        self, filename, variables=None, alpha=0.05, start=0, batches=100,
            chain=None, quantiles=(2.5, 25, 50, 75, 97.5)):
        """"""
        Save summary statistics to a csv table.

        :Parameters:

        filename : string
          Filename to save output.

        variables : iterable
          List or array of variables for which statistics are to be
          generated. If it is not specified, all the tallied variables
          are summarized.

        alpha : float
          The alpha level for generating posterior intervals. Defaults to
          0.05.

        start : int
          The starting index from which to summarize (each) chain. Defaults
          to zero.

        batches : int
          Batch size for calculating standard deviation for non-independent
          samples. Defaults to 100.

        chain : int
          The index for which chain to summarize. Defaults to None (all
          chains).
        """"""

        # Append 'csv' suffix if there is no suffix on the filename
        if filename.find('.') == -1:
            filename += '.csv'

        outfile = open(filename, 'w')

        # Write header to file
        header = 'Parameter, Mean, SD, MC Error, Lower 95% HPD, Upper 95% HPD, '
        header += ', '.join(['q%s' % i for i in quantiles])
        outfile.write(header + '\n')

        stats = self.stats(
            variables=variables,
            alpha=alpha,
            start=start,
            batches=batches,
            chain=chain,
            quantiles=quantiles)

        if variables is None:
            variables = sorted(stats.keys())

        buffer = str()
        for param in variables:

            values = stats[param]

            try:
                # Multivariate node
                shape = values['mean'].shape
                indices = list(itertools.product(*[range(i) for i in shape]))

                for i in indices:
                    buffer += self._csv_str(param, values, quantiles, i)

            except AttributeError:
                # Scalar node
                buffer += self._csv_str(param, values, quantiles)

        outfile.write(buffer)

        outfile.close()","def save_statistics(filename, variables, alpha=0.05, start=None, batches=None): """"""Save summary statistics to a csv table. :Parameters: filename : string Filename to save output. variables : iterable List or array of variables for which statistics are to be generated. If it is not specified, all the tallied variables are summarized. alpha : float The alpha level for generating posterior intervals. Defaults to 0.05. start : int The",SFT
0.5578231292517007,0.48275862068965514,0.54421768707483,0.19976831758001376,0.19976831758001376,0,3.284167766571045,"def mark_path(path):
    """"""
    Wrap given path as relative path relative to top directory.

    Wrapper object will be handled specially in \
    :paramref:`create_cmd_task.parts`.

    :param path: Relative path relative to top directory.

    :return: Wrapper object.
    """"""
    # If given path is not string,
    # or given path is absolute path.
    if not isinstance(path, str) or os.path.isabs(path):
        # Get error message
        msg = 'Error (2D9ZA): Given path is not relative path: {0}.'.format(
            path
        )

        # Raise error
        raise ValueError(msg)

    # If given path is string,
    # and given path is not absolute path.

    # Wrap given path
    return _ItemWrapper(type='path', item=path)","def wrap(self, path): """"""Wrap given path as relative path relative to top directory. Wrapper object will be handled specially in  :paramref:create_cmd_task.parts. :param path: Relative path relative to top directory. :return: Wrapper object. """""" if path is None: return self._cmd_task.parts(path)",SFT
0.5324675324675325,0.4078947368421053,0.49350649350649345,0.1642832653722063,0.1642832653722063,0,3.2614753246307373,"def rows_to_png(out, rows, size):
    """"""Write to the binary file `out` a single channel 8-bit PNG.
    `rows` should yield each row in turn;
    `size` should be the tuple of (width, height) in pixels.
    """"""

    # Write out PNG signature.
    out.write(bytearray([137, 80, 78, 71, 13, 10, 26, 10]))
    # Write out PNG header chunk.
    header = struct.pack("">2LBBBBB"", size[0], size[1], 8, 0, 0, 0, 0)
    write_chunk(out, b""IHDR"", header)

    bs = bytearray()
    for row in rows:
        bs.append(0)
        bs.extend(row)
    write_chunk(out, b""IDAT"", zlib.compress(bs))

    write_chunk(out, b""IEND"", bytearray())","def _write_to_binary(out, rows, size): """""" Write to the binary file out a single channel 8-bit PNG. rows should yield each row in turn; size should be the tuple of (width, height) in pixels. """""" if isinstance(rows): if isinstance(rows, size): if isinstance(rows, size): if isinstance(rows): if isinstance(row",SFT
0.3829787234042553,0.15217391304347827,0.3829787234042553,0.10128109934605448,0.10128109934605448,0,2.9861690998077393,"def _validate(self):
        """"""
        Validate the input data.
        """"""
        if self.data_format is FormatType.PYTHON:
            self.data = self.raw_data
        elif self.data_format is FormatType.JSON:
            self._validate_json()
        elif self.data_format is FormatType.YAML:
            self._validate_yaml()","def validate(self, data): """"""Validate the input data."""""" if not isinstance(data): raise ValueError(""Input data is not valid"") if not isinstance(data): raise ValueError(""Input data is not valid"") if isinstance(data): raise ValueError(""Input data is not valid"") if isinstance(data): raise ValueError(""Input data is not valid"") if isinstance(data): raise ValueEr",SFT
0.544378698224852,0.31137724550898205,0.47337278106508873,0.15964291531324287,0.15964291531324287,0,3.027132749557495,"def get_resource_manager(self, resource_type, data=None):
        """"""get a resource manager or a given resource type.

        assumes the query is for the same underlying cloud provider.
        """"""
        if '.' in resource_type:
            provider_name, resource_type = resource_type.split('.', 1)
        else:
            provider_name = self.ctx.policy.provider_name

        provider_resources = clouds[provider_name].resources
        klass = provider_resources.get(resource_type)
        if klass is None:
            raise ValueError(resource_type)

        # if we're already querying via config carry it forward
        if not data and self.source_type == 'config' and getattr(
                klass.get_model(), 'config_type', None):
            return klass(self.ctx, {'source': self.source_type})
        return klass(self.ctx, data or {})","def get_resource_manager(self, resource_type): """"""get a resource manager or a given resource type. assumes the query is for the same underlying cloud provider. """""" if self._resource_manager is None: self._resource_manager = self._resource_manager if self._resource_manager is None: self._resource_manager = self._resource_manager if self._resource_manager is None: self._resource_manager = self._resource_",SFT
0.3235294117647059,0.18181818181818185,0.3235294117647059,0.15816512264402116,0.15816512264402116,0,1.7169113159179688,"def update(self, rows):
        """"""
        Updates records in the db
        """"""
        if len(rows) == 0:
            return

        sql, sql_args = self.get_update_sql(rows)

        # get the cursor to execute the query
        cursor = self.get_cursor()

        # execute the query
        cursor.execute(sql, sql_args)","def update_records(self): """"""Updates records in the db"""""" if self._records is None: self._records = self._records if self._records is None: self._records = self._records",SFT
